Ku,MMss,PP,D,switching_time,error_to_target
711111.1111111111,966666.6666666666,0.5888888888888889,4.1111111111111104e-08,1.0010010010010011e-09,1.0010010010010429e-12
755555.5555555555,1033333.3333333334,0.6333333333333333,4.1111111111111104e-08,1.0010010010010011e-09,1.0010010010010429e-12
777777.7777777778,1011111.1111111111,0.5888888888888889,4.1111111111111104e-08,1.0010010010010011e-09,1.0010010010010429e-12
777777.7777777778,1100000.0,0.7,4.1111111111111104e-08,1.0010010010010011e-09,1.0010010010010429e-12
800000.0,944444.4444444445,0.5,4.1111111111111104e-08,1.0010010010010011e-09,1.0010010010010429e-12
800000.0,1100000.0,0.6777777777777777,4.1111111111111104e-08,1.0010010010010011e-09,1.0010010010010429e-12
600000.0,944444.4444444445,0.6333333333333333,4.333333333333333e-08,1.0010010010010011e-09,1.0010010010010429e-12
622222.2222222222,944444.4444444445,0.611111111111111,4.333333333333333e-08,1.0010010010010011e-09,1.0010010010010429e-12
622222.2222222222,1011111.1111111111,0.7,4.333333333333333e-08,1.0010010010010011e-09,1.0010010010010429e-12
644444.4444444445,944444.4444444445,0.5888888888888889,4.333333333333333e-08,1.0010010010010011e-09,1.0010010010010429e-12
666666.6666666666,922222.2222222222,0.5444444444444444,4.333333333333333e-08,1.0010010010010011e-09,1.0010010010010429e-12
688888.8888888889,900000.0,0.5,4.333333333333333e-08,1.0010010010010011e-09,1.0010010010010429e-12
688888.8888888889,1011111.1111111111,0.6333333333333333,4.333333333333333e-08,1.0010010010010011e-09,1.0010010010010429e-12
711111.1111111111,1011111.1111111111,0.611111111111111,4.333333333333333e-08,1.0010010010010011e-09,1.0010010010010429e-12
755555.5555555555,1077777.7777777778,0.6555555555555554,4.333333333333333e-08,1.0010010010010011e-09,1.0010010010010429e-12
777777.7777777778,1055555.5555555555,0.611111111111111,4.333333333333333e-08,1.0010010010010011e-09,1.0010010010010429e-12
800000.0,1011111.1111111111,0.5444444444444444,4.333333333333333e-08,1.0010010010010011e-09,1.0010010010010429e-12
644444.4444444445,966666.6666666666,0.5888888888888889,4.555555555555555e-08,1.0010010010010011e-09,1.0010010010010429e-12
644444.4444444445,1055555.5555555555,0.7,4.555555555555555e-08,1.0010010010010011e-09,1.0010010010010429e-12
666666.6666666666,966666.6666666666,0.5666666666666667,4.555555555555555e-08,1.0010010010010011e-09,1.0010010010010429e-12
666666.6666666666,1055555.5555555555,0.6777777777777777,4.555555555555555e-08,1.0010010010010011e-09,1.0010010010010429e-12
688888.8888888889,922222.2222222222,0.5,4.555555555555555e-08,1.0010010010010011e-09,1.0010010010010429e-12
688888.8888888889,1055555.5555555555,0.6555555555555554,4.555555555555555e-08,1.0010010010010011e-09,1.0010010010010429e-12
733333.3333333334,1033333.3333333334,0.5888888888888889,4.555555555555555e-08,1.0010010010010011e-09,1.0010010010010429e-12
755555.5555555555,966666.6666666666,0.5,4.555555555555555e-08,1.0010010010010011e-09,1.0010010010010429e-12
800000.0,1077777.7777777778,0.5888888888888889,4.555555555555555e-08,1.0010010010010011e-09,1.0010010010010429e-12
600000.0,900000.0,0.5222222222222223,4.777777777777778e-08,1.0010010010010011e-09,1.0010010010010429e-12
622222.2222222222,1011111.1111111111,0.6333333333333333,4.777777777777778e-08,1.0010010010010011e-09,1.0010010010010429e-12
666666.6666666666,988888.8888888889,0.5666666666666667,4.777777777777778e-08,1.0010010010010011e-09,1.0010010010010429e-12
666666.6666666666,1100000.0,0.7,4.777777777777778e-08,1.0010010010010011e-09,1.0010010010010429e-12
688888.8888888889,944444.4444444445,0.5,4.777777777777778e-08,1.0010010010010011e-09,1.0010010010010429e-12
688888.8888888889,1100000.0,0.6777777777777777,4.777777777777778e-08,1.0010010010010011e-09,1.0010010010010429e-12
733333.3333333334,1077777.7777777778,0.611111111111111,4.777777777777778e-08,1.0010010010010011e-09,1.0010010010010429e-12
755555.5555555555,988888.8888888889,0.5,4.777777777777778e-08,1.0010010010010011e-09,1.0010010010010429e-12
